sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,body_volume_cells,body_size_group,density_group,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
6880,prime_006880,samples/prime_006880.npz,24,37,38,50,6,14,13,12,8,60.0,140.0,130.0,120.0,80.0,300.0,435.0,100.0,0.8590771682919469,1248,large,high,0.0023649942595511675,0.5630306005477905,0.05272243544459343,0.09023264795541763
6881,prime_006881,samples/prime_006881.npz,34,42,34,48,8,15,8,14,7,80.0,150.0,80.0,140.0,70.0,375.0,405.0,115.0,0.38439800957837367,784,large,low,0.0007341430755332112,0.13075625896453857,0.014267542399466038,0.021750329062342644
6882,prime_006882,samples/prime_006882.npz,25,39,51,56,5,13,14,5,8,50.0,130.0,140.0,50.0,80.0,315.0,530.0,90.0,0.37837679699876425,560,medium,low,0.0003147320821881294,0.14927667379379272,0.010300754569470882,0.021050842478871346
6883,prime_006883,samples/prime_006883.npz,40,52,11,27,4,8,12,16,4,40.0,80.0,120.0,160.0,40.0,455.0,185.0,60.0,0.890185215600916,768,large,high,0.0006331760669127107,0.5830920338630676,0.036916110664606094,0.0872388631105423
6884,prime_006884,samples/prime_006884.npz,32,45,8,17,7,9,13,9,2,70.0,90.0,130.0,90.0,20.0,380.0,120.0,80.0,0.8293145413370592,234,small,high,0.0002380452206125483,0.1393239051103592,0.009787267073988914,0.02042211778461933
6885,prime_006885,samples/prime_006885.npz,18,31,34,47,5,7,13,13,2,50.0,70.0,130.0,130.0,20.0,240.0,400.0,60.0,0.9276569686882161,338,medium,high,0.0004017573955934495,0.28274115920066833,0.017217379063367844,0.04062247276306152
6886,prime_006886,samples/prime_006886.npz,19,31,34,40,8,13,12,6,5,80.0,130.0,120.0,60.0,50.0,245.0,365.0,105.0,0.21110864397655585,360,medium,low,0.00018694928439799696,0.04002989083528519,0.003718783613294363,0.006171135231852531
6887,prime_006887,samples/prime_006887.npz,20,32,18,33,2,10,12,15,8,20.0,100.0,120.0,150.0,80.0,255.0,250.0,60.0,0.6051010839163151,1440,large,medium,0.0012435499811545014,0.820454478263855,0.04802313819527626,0.11771395057439804
6888,prime_006888,samples/prime_006888.npz,31,42,16,21,7,15,11,5,8,70.0,150.0,110.0,50.0,80.0,360.0,180.0,110.0,0.6188215716862127,440,medium,medium,0.0005710310651920736,0.14433832466602325,0.012956754304468632,0.021776553243398666
6889,prime_006889,samples/prime_006889.npz,11,16,31,41,5,11,5,10,6,50.0,110.0,50.0,100.0,60.0,130.0,355.0,80.0,0.8549799033274958,300,medium,high,0.00034299324033781886,0.236892968416214,0.013059120625257492,0.02945083938539028
6890,prime_006890,samples/prime_006890.npz,35,46,19,28,7,13,11,9,6,70.0,130.0,110.0,90.0,60.0,400.0,230.0,100.0,0.7774433620924192,594,large,high,0.0009294915944337845,0.2606693208217621,0.0227423757314682,0.03970690816640854
6891,prime_006891,samples/prime_006891.npz,10,25,20,26,7,10,15,6,3,70.0,100.0,150.0,60.0,30.0,170.0,225.0,85.0,0.9636567961415072,270,small,high,0.00037072913255542517,0.1736869066953659,0.013141478411853313,0.025800418108701706
6892,prime_006892,samples/prime_006892.npz,34,41,42,55,3,6,7,13,3,30.0,60.0,70.0,130.0,30.0,370.0,480.0,45.0,0.88091666426115,273,small,high,0.00018961481691803783,0.37940892577171326,0.013604460284113884,0.04294466972351074
6893,prime_006893,samples/prime_006893.npz,14,26,38,53,6,12,12,15,6,60.0,120.0,120.0,150.0,60.0,195.0,450.0,90.0,0.8216323404946336,1080,large,high,0.0012676153564825654,0.49796926975250244,0.04401790723204613,0.08089418709278107
6894,prime_006894,samples/prime_006894.npz,29,36,15,27,3,9,7,12,6,30.0,90.0,70.0,120.0,60.0,320.0,205.0,60.0,0.44202117000591024,504,medium,low,0.00032088474836200476,0.2814032733440399,0.01224815659224987,0.032822247594594955
6895,prime_006895,samples/prime_006895.npz,29,38,16,20,7,9,9,4,2,70.0,90.0,90.0,40.0,20.0,330.0,175.0,80.0,0.8373175281278035,72,small,high,0.00010000215115724131,0.05365564301609993,0.0031209911685436964,0.0067844027653336525
6896,prime_006896,samples/prime_006896.npz,19,27,20,30,6,9,8,10,3,60.0,90.0,80.0,100.0,30.0,225.0,245.0,75.0,0.4297319800221811,240,small,low,0.00016278385010082275,0.09273531287908554,0.005446541588753462,0.012028876692056656
6897,prime_006897,samples/prime_006897.npz,19,31,36,51,4,7,12,15,3,40.0,70.0,120.0,150.0,30.0,245.0,430.0,55.0,0.6762314805970887,540,medium,medium,0.0003970780235249549,0.3482680320739746,0.020247381180524826,0.0501435287296772
6898,prime_006898,samples/prime_006898.npz,24,40,26,30,7,9,16,4,2,70.0,90.0,160.0,40.0,20.0,315.0,275.0,80.0,0.46674491349089775,128,small,medium,0.00014926065341569483,0.043262697756290436,0.0031390890944749117,0.006235369946807623
6899,prime_006899,samples/prime_006899.npz,8,15,9,21,4,7,7,12,3,40.0,70.0,70.0,120.0,30.0,110.0,145.0,55.0,0.3428655369209399,252,small,low,5.5074870033422485e-05,0.11379069834947586,0.004617989994585514,0.013348563574254513
6900,prime_006900,samples/prime_006900.npz,19,26,27,33,5,11,7,6,6,50.0,110.0,70.0,60.0,60.0,220.0,295.0,80.0,0.9480813586669288,252,small,high,0.00045589881483465433,0.23644717037677765,0.01249405276030302,0.027893194928765297
6901,prime_006901,samples/prime_006901.npz,17,28,44,52,8,14,11,8,6,80.0,140.0,110.0,80.0,60.0,220.0,475.0,110.0,0.5220239506820762,528,medium,medium,0.0004705418541561812,0.13470782339572906,0.012863806448876858,0.021469738334417343
6902,prime_006902,samples/prime_006902.npz,47,53,30,39,7,12,6,9,5,70.0,120.0,60.0,90.0,50.0,495.0,340.0,95.0,0.32341183069332385,270,small,low,0.00014524206926580518,0.0584963820874691,0.004261921159923077,0.008206643164157867
6903,prime_006903,samples/prime_006903.npz,39,54,29,42,3,5,15,13,2,30.0,50.0,150.0,130.0,20.0,460.0,350.0,40.0,0.8536427833111582,390,medium,high,0.00026481517124921083,0.3877444863319397,0.019162366166710854,0.05542635917663574
6904,prime_006904,samples/prime_006904.npz,36,40,36,49,5,7,4,13,2,50.0,70.0,40.0,130.0,20.0,375.0,420.0,60.0,0.8234613136517415,104,small,high,0.00010713213850976899,0.10411177575588226,0.004700418561697006,0.012271947227418423
6905,prime_006905,samples/prime_006905.npz,19,28,36,45,5,11,9,9,6,50.0,110.0,90.0,90.0,60.0,230.0,400.0,80.0,0.7979910713157088,486,medium,high,0.0006306460709311068,0.3329724967479706,0.020190568640828133,0.04343156889081001
6906,prime_006906,samples/prime_006906.npz,23,32,10,16,4,10,9,6,6,40.0,100.0,90.0,60.0,60.0,270.0,125.0,70.0,0.6471513197960665,324,medium,medium,0.00023953543859533966,0.24672606587409973,0.01097263302654028,0.027911148965358734
6907,prime_006907,samples/prime_006907.npz,15,22,16,28,7,9,7,12,2,70.0,90.0,70.0,120.0,20.0,180.0,215.0,80.0,0.7380211352306562,168,small,high,0.00016650052566546947,0.0960628017783165,0.006370580289512873,0.013347847387194633
6908,prime_006908,samples/prime_006908.npz,27,33,21,36,3,5,6,15,2,30.0,50.0,60.0,150.0,20.0,295.0,280.0,40.0,0.3568860648164606,180,small,low,7.805445056874305e-05,0.10746820271015167,0.003734682919457555,0.01213925052434206
6909,prime_006909,samples/prime_006909.npz,23,36,10,22,7,13,13,12,6,70.0,130.0,130.0,120.0,60.0,290.0,155.0,100.0,0.9725795502863033,936,large,high,0.0017100439872592688,0.4617621898651123,0.04408181458711624,0.07558919489383698
6910,prime_006910,samples/prime_006910.npz,44,50,27,34,4,9,6,7,5,40.0,90.0,60.0,70.0,50.0,465.0,300.0,65.0,0.28847539256640664,210,small,low,7.932649168651551e-05,0.08393257856369019,0.0032622991129755974,0.00877454038709402
6911,prime_006911,samples/prime_006911.npz,9,21,20,36,4,11,12,16,7,40.0,110.0,120.0,160.0,70.0,145.0,275.0,75.0,0.6754718069873836,1344,large,medium,0.0012076961575075984,0.6342114210128784,0.04707251116633415,0.09840457886457443
6912,prime_006912,samples/prime_006912.npz,29,45,20,28,6,8,16,8,2,60.0,80.0,160.0,80.0,20.0,365.0,235.0,70.0,0.8855180953053574,256,small,high,0.00036989751970395446,0.18208377063274384,0.012156728655099869,0.026211891323328018
6913,prime_006913,samples/prime_006913.npz,21,36,21,27,2,7,15,6,5,20.0,70.0,150.0,60.0,50.0,280.0,235.0,45.0,0.3358131813907051,450,medium,low,0.0001669734192546457,0.23892717063426971,0.008657013066112995,0.02709638699889183
6914,prime_006914,samples/prime_006914.npz,25,41,33,40,4,10,16,7,6,40.0,100.0,160.0,70.0,60.0,325.0,360.0,70.0,0.789795255602908,672,large,high,0.001107546966522932,0.46270981431007385,0.028613025322556496,0.06374279409646988
6915,prime_006915,samples/prime_006915.npz,36,49,45,56,5,11,13,11,6,50.0,110.0,130.0,110.0,60.0,420.0,500.0,80.0,0.4315112555586682,858,large,low,0.0004239055560901761,0.2653574049472809,0.0186612568795681,0.0392414890229702
6916,prime_006916,samples/prime_006916.npz,40,48,31,36,4,7,8,5,3,40.0,70.0,80.0,50.0,30.0,435.0,330.0,55.0,0.5931473228696122,120,small,medium,8.808208804111928e-05,0.12038882076740265,0.003960251808166504,0.011871377006173134
6917,prime_006917,samples/prime_006917.npz,10,22,40,55,8,14,12,15,6,80.0,140.0,120.0,150.0,60.0,155.0,470.0,110.0,0.7522835150372943,1080,large,high,0.0011917420197278261,0.34103670716285706,0.037057653069496155,0.06022399291396141
6918,prime_006918,samples/prime_006918.npz,43,55,36,45,6,8,12,9,2,60.0,80.0,120.0,90.0,20.0,485.0,400.0,70.0,0.5533422627786547,216,small,medium,0.00013240728003438562,0.10665903985500336,0.006264831405133009,0.0144315455108881
6919,prime_006919,samples/prime_006919.npz,21,36,40,44,4,11,15,4,7,40.0,110.0,150.0,40.0,70.0,280.0,415.0,75.0,0.9563421057397002,420,medium,high,0.000679786317050457,0.36565154790878296,0.02124212495982647,0.047337472438812256
6920,prime_006920,samples/prime_006920.npz,14,29,40,55,4,7,15,15,3,40.0,70.0,150.0,150.0,30.0,210.0,470.0,55.0,0.699815628836125,675,large,medium,0.00041277825948782265,0.39908134937286377,0.02588193491101265,0.06213537976145744
6921,prime_006921,samples/prime_006921.npz,32,45,17,24,2,6,13,7,4,20.0,60.0,130.0,70.0,40.0,380.0,200.0,40.0,0.539950253781419,364,medium,medium,0.00015719319344498217,0.35612019896507263,0.011356479488313198,0.03880823031067848
6922,prime_006922,samples/prime_006922.npz,17,28,28,44,5,10,11,16,5,50.0,100.0,110.0,160.0,50.0,220.0,355.0,75.0,0.25841599459987735,880,large,low,0.0003890395746566355,0.1586010605096817,0.012015271931886673,0.024384135380387306
6923,prime_006923,samples/prime_006923.npz,27,38,25,38,3,7,11,13,4,30.0,70.0,110.0,130.0,40.0,320.0,310.0,50.0,0.7899436696668988,572,large,high,0.000804638082627207,0.5401865243911743,0.025648143142461777,0.07034223526716232
6924,prime_006924,samples/prime_006924.npz,44,54,25,29,8,16,10,4,8,80.0,160.0,100.0,40.0,80.0,485.0,265.0,120.0,0.8958940514519209,320,medium,high,0.0005757666658610106,0.13285285234451294,0.01302807591855526,0.020832709968090057
6925,prime_006925,samples/prime_006925.npz,17,29,40,56,3,11,12,16,8,30.0,110.0,120.0,160.0,80.0,225.0,475.0,70.0,0.8795843928745074,1536,large,high,0.0015259216306731105,1.040351152420044,0.07096216827630997,0.15781188011169434
6926,prime_006926,samples/prime_006926.npz,14,22,30,42,4,12,8,12,8,40.0,120.0,80.0,120.0,80.0,175.0,355.0,80.0,0.704049376643171,768,large,medium,0.0008387133711948991,0.46261870861053467,0.027966920286417007,0.06085577234625816
6927,prime_006927,samples/prime_006927.npz,15,21,17,21,3,10,6,4,7,30.0,100.0,60.0,40.0,70.0,175.0,185.0,65.0,0.9626784402283903,168,small,high,0.0001598608068889007,0.27861034870147705,0.008639740757644176,0.025059588253498077
6928,prime_006928,samples/prime_006928.npz,34,41,28,35,3,10,7,7,7,30.0,100.0,70.0,70.0,70.0,370.0,310.0,65.0,0.9478913061786602,343,medium,high,0.0006131454138085246,0.47022974491119385,0.01776513271033764,0.04815514385700226
6929,prime_006929,samples/prime_006929.npz,22,29,44,54,4,10,7,10,6,40.0,100.0,70.0,100.0,60.0,250.0,485.0,70.0,0.47685850267442964,420,medium,medium,0.0002325022069271654,0.21951112151145935,0.010536651127040386,0.026092441752552986
6930,prime_006930,samples/prime_006930.npz,8,13,22,34,4,12,5,12,8,40.0,120.0,50.0,120.0,80.0,100.0,275.0,80.0,0.35483946191466453,480,medium,low,0.00020654185209423304,0.1573217660188675,0.008540072478353977,0.01972077041864395
6931,prime_006931,samples/prime_006931.npz,28,41,20,28,5,9,13,8,4,50.0,90.0,130.0,80.0,40.0,340.0,235.0,70.0,0.3587016536202765,416,medium,low,0.00026181392604485154,0.13590842485427856,0.008018278516829014,0.018114697188138962
6932,prime_006932,samples/prime_006932.npz,13,18,21,29,5,8,5,8,3,50.0,80.0,50.0,80.0,30.0,150.0,245.0,65.0,0.4001778282758899,120,small,low,5.194334880798124e-05,0.062226008623838425,0.0025674705393612385,0.0067938040010631084
6933,prime_006933,samples/prime_006933.npz,18,24,27,33,5,11,6,6,6,50.0,110.0,60.0,60.0,60.0,205.0,295.0,80.0,0.9806369895798923,216,small,high,0.0003834579838439822,0.21623151004314423,0.011048545129597187,0.024929387494921684
6934,prime_006934,samples/prime_006934.npz,39,50,19,25,7,9,11,6,2,70.0,90.0,110.0,60.0,20.0,440.0,215.0,80.0,0.7190098617143867,132,small,medium,0.00013121105439495295,0.07732383906841278,0.004889527335762978,0.01038310956209898
6935,prime_006935,samples/prime_006935.npz,8,19,37,50,8,15,11,13,7,80.0,150.0,110.0,130.0,70.0,130.0,430.0,115.0,0.772012385902979,1001,large,high,0.001218703924678266,0.32480382919311523,0.03479654714465141,0.05601443722844124
6936,prime_006936,samples/prime_006936.npz,35,50,21,32,5,11,15,11,6,50.0,110.0,150.0,110.0,60.0,420.0,260.0,80.0,0.7711466529418959,990,large,high,0.001285277190618217,0.5138574242591858,0.03968453407287598,0.07864707708358765
6937,prime_006937,samples/prime_006937.npz,18,33,31,37,4,12,15,6,8,40.0,120.0,150.0,60.0,80.0,250.0,335.0,80.0,0.6661001125339274,720,large,medium,0.0010228641331195831,0.3891996741294861,0.025156978517770767,0.05280701816082001
6938,prime_006938,samples/prime_006938.npz,34,43,39,51,8,15,9,12,7,80.0,150.0,90.0,120.0,70.0,380.0,445.0,115.0,0.9709763731541718,756,large,high,0.001552057103253901,0.32596132159233093,0.03434418886899948,0.05368878319859505
6939,prime_006939,samples/prime_006939.npz,30,40,25,35,8,16,10,10,8,80.0,160.0,100.0,100.0,80.0,345.0,295.0,120.0,0.60919354280124,800,large,medium,0.0016996335471048951,0.2090400755405426,0.023063596338033676,0.03405843302607536
6940,prime_006940,samples/prime_006940.npz,23,39,12,25,2,7,16,13,5,20.0,70.0,160.0,130.0,50.0,305.0,180.0,45.0,0.9658141500052296,1040,large,high,0.0009916947456076741,1.0550044775009155,0.05717712640762329,0.15619874000549316
6941,prime_006941,samples/prime_006941.npz,42,55,27,40,5,8,13,13,3,50.0,80.0,130.0,130.0,30.0,480.0,330.0,65.0,0.39397975855094625,507,medium,low,0.0002511696075089276,0.1665494590997696,0.010683332569897175,0.02438659407198429
6942,prime_006942,samples/prime_006942.npz,31,36,24,35,3,7,5,11,4,30.0,70.0,50.0,110.0,40.0,330.0,290.0,50.0,0.7984927727222673,220,small,high,0.00027827106532640755,0.3019207715988159,0.00997323077172041,0.03091326169669628
6943,prime_006943,samples/prime_006943.npz,14,19,36,48,8,12,5,12,4,80.0,120.0,50.0,120.0,40.0,160.0,415.0,100.0,0.5835637788183878,240,small,medium,0.00021902112348470837,0.07980866730213165,0.0067433142103254795,0.0121080307289958
6944,prime_006944,samples/prime_006944.npz,24,33,46,53,2,7,9,7,5,20.0,70.0,90.0,70.0,50.0,280.0,490.0,45.0,0.2890624048693619,315,medium,low,7.266206375788897e-05,0.1877862811088562,0.00515007134526968,0.018033262342214584
6945,prime_006945,samples/prime_006945.npz,10,25,24,33,4,6,15,9,2,40.0,60.0,150.0,90.0,20.0,170.0,280.0,50.0,0.20266683478282527,270,small,low,5.413171311374754e-05,0.06395924836397171,0.003065824508666992,0.008394061587750912
6946,prime_006946,samples/prime_006946.npz,27,33,29,40,2,9,6,11,7,20.0,90.0,60.0,110.0,70.0,295.0,340.0,55.0,0.8776814258075576,462,medium,high,0.0006906554335728288,0.6614182591438293,0.022740619257092476,0.06812261044979095
6947,prime_006947,samples/prime_006947.npz,26,32,44,48,2,6,6,4,4,20.0,60.0,60.0,40.0,40.0,285.0,455.0,40.0,0.5839081366216383,96,small,medium,4.526214979705401e-05,0.19184303283691406,0.0032355121802538633,0.013518150895833969
6948,prime_006948,samples/prime_006948.npz,26,38,44,50,4,11,12,6,7,40.0,110.0,120.0,60.0,70.0,315.0,465.0,75.0,0.8219018062415194,504,medium,high,0.0006476340349763632,0.4032892882823944,0.02169419638812542,0.05009021982550621
6949,prime_006949,samples/prime_006949.npz,51,56,34,45,6,8,5,11,2,60.0,80.0,50.0,110.0,20.0,530.0,390.0,70.0,0.7217408624991011,110,small,medium,7.827515219105408e-05,0.08082935214042664,0.004090683069080114,0.010047543793916702
6950,prime_006950,samples/prime_006950.npz,44,50,42,56,4,10,6,14,6,40.0,100.0,60.0,140.0,60.0,465.0,485.0,70.0,0.7904949411580617,504,medium,high,0.0003718050429597497,0.38745632767677307,0.02064298652112484,0.04989149048924446
6951,prime_006951,samples/prime_006951.npz,23,39,37,43,8,10,16,6,2,80.0,100.0,160.0,60.0,20.0,305.0,395.0,90.0,0.8440440338067042,192,small,high,0.0003789992770180106,0.09593397378921509,0.008256367407739162,0.014855396933853626
6952,prime_006952,samples/prime_006952.npz,35,50,16,23,3,10,15,7,7,30.0,100.0,150.0,70.0,70.0,420.0,190.0,65.0,0.8290579393026449,735,large,high,0.0006791878258809447,0.6249596476554871,0.03273128718137741,0.08093786239624023
6953,prime_006953,samples/prime_006953.npz,31,37,33,48,6,12,6,15,6,60.0,120.0,60.0,150.0,60.0,335.0,400.0,90.0,0.431228573521088,540,medium,low,0.0005192779935896397,0.14918014407157898,0.01185574196279049,0.022085070610046387
6954,prime_006954,samples/prime_006954.npz,46,52,18,24,8,12,6,6,4,80.0,120.0,60.0,60.0,40.0,485.0,205.0,100.0,0.6434157565702019,144,small,medium,0.0001348147343378514,0.058683641254901886,0.004426311701536179,0.008304900489747524
6955,prime_006955,samples/prime_006955.npz,43,47,44,56,4,7,4,12,3,40.0,70.0,40.0,120.0,30.0,445.0,495.0,55.0,0.49046447980983704,144,small,medium,5.3287432820070535e-05,0.10329637676477432,0.0038386862725019455,0.011231946758925915
6956,prime_006956,samples/prime_006956.npz,15,24,32,47,2,9,9,15,7,20.0,90.0,90.0,150.0,70.0,190.0,390.0,55.0,0.5725023256240447,945,large,medium,0.0005580080905929208,0.6231533288955688,0.02997410111129284,0.08120234310626984
6957,prime_006957,samples/prime_006957.npz,21,35,27,35,2,8,14,8,6,20.0,80.0,140.0,80.0,60.0,275.0,305.0,50.0,0.58278146221624,672,large,medium,0.0006004332681186497,0.5388728380203247,0.022218067198991776,0.0646144300699234
6958,prime_006958,samples/prime_006958.npz,15,30,36,52,8,14,15,16,6,80.0,140.0,150.0,160.0,60.0,220.0,435.0,110.0,0.9837488997259964,1440,large,high,0.002751715946942568,0.5481816530227661,0.06685657799243927,0.1007232517004013
6959,prime_006959,samples/prime_006959.npz,15,22,25,32,2,6,7,7,4,20.0,60.0,70.0,70.0,40.0,180.0,280.0,40.0,0.9398815374472032,196,small,high,0.0001495520700700581,0.47848090529441833,0.01063620951026678,0.04117502644658089
6960,prime_006960,samples/prime_006960.npz,29,40,25,35,7,11,11,10,4,70.0,110.0,110.0,100.0,40.0,340.0,295.0,90.0,0.9564860735556706,440,medium,high,0.0011559694539755583,0.2676604986190796,0.021562792360782623,0.03968370705842972
6961,prime_006961,samples/prime_006961.npz,36,41,12,25,6,13,5,13,7,60.0,130.0,50.0,130.0,70.0,380.0,180.0,95.0,0.21732093981962147,455,medium,low,0.00017207297787535936,0.06348203867673874,0.00489359674975276,0.009174189530313015
6962,prime_006962,samples/prime_006962.npz,31,42,18,33,3,11,11,15,8,30.0,110.0,110.0,150.0,80.0,360.0,250.0,70.0,0.7669117984208981,1320,large,high,0.0017591912765055895,0.8366814851760864,0.054420363157987595,0.12098506093025208
6963,prime_006963,samples/prime_006963.npz,24,30,16,22,2,9,6,6,7,20.0,90.0,60.0,60.0,70.0,265.0,185.0,55.0,0.5477678722776037,252,small,medium,0.00014911747712176293,0.2996049225330353,0.007664170581847429,0.025241414085030556
6964,prime_006964,samples/prime_006964.npz,23,34,8,21,8,11,11,13,3,80.0,110.0,110.0,130.0,30.0,280.0,140.0,95.0,0.41565019445466866,429,medium,low,0.00029678313876502216,0.09620212763547897,0.00868898630142212,0.015532554127275944
6965,prime_006965,samples/prime_006965.npz,29,36,14,26,4,9,7,12,5,40.0,90.0,70.0,120.0,50.0,320.0,195.0,65.0,0.8303312613825089,420,medium,high,0.0005244334461167455,0.38364964723587036,0.018885236233472824,0.046982426196336746
